0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,900,40
0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,560,70
0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,140,10
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,880,26
0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,10,300,36
0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,730,70
0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,450,23
0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,760,40
0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,210,57
0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,530,58
0,0,0,0,0,0,0,0,0,90,0,0,15,10,0,0,0,115,790,55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,600,71
6,0,40,40,10,0,0,0,0,0,30,50,5,30,0,30,3,244,670,76
0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,290,11
0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,220,21
0,0,34,130,0,0,0,0,0,0,0,0,0,0,0,0,0,164,330,85
0,0,0,0,0,0,0,0,0,0,0,0,15,75,0,0,0,90,70,99
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,600,49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,40,730,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,105,220,47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,990,62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,350,73
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,25,220,9
0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,150,390,3
0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,6,17,210,14
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,110,26
0,0,0,0,0,0,0,0,0,0,0,0,5,20,0,0,0,25,770,12
0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,30,940,69
0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,86
0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,25,20,44
0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,880,71
0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,25,30,54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,220,42
10,5,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,95,250,22
25,0,0,0,0,0,0,0,0,0,0,0,5,5,34,21,0,90,540,67
0,0,0,3,3,0,0,0,0,21,0,0,10,0,0,0,0,37,600,87
180,180,180,300,180,180,180,180,180,300,300,300,180,180,300,180,90,-1,-1,-1
